timestamp,splice_id,surface_distance,acoustic_level,edge_deviation,belt_speed,carryback_level,condition
2026-09-05 08:39:37.659585,SPLICE_002,101.69,44.47,7.56,1.19,0.38,WARNING
2026-09-05 08:39:39.659585,SPLICE_004,100.03,35.24,0.86,1.5,0.2,NORMAL
2026-09-05 08:39:41.659585,SPLICE_001,114.09,83.94,18.98,1.46,0.77,CRITICAL
2026-09-05 08:39:43.659585,SPLICE_001,102.8,28.09,2.51,1.48,0.13,NORMAL
2026-09-05 08:39:45.659585,SPLICE_002,97.6,18.42,2.86,1.46,0.1,NORMAL
2026-09-05 08:39:47.659585,SPLICE_005,101.79,21.64,2.0,1.5,0.18,NORMAL
2026-09-05 08:39:49.659585,SPLICE_001,104.63,53.73,6.26,1.27,0.29,WARNING
2026-09-05 08:39:51.659585,SPLICE_002,100.96,33.4,2.15,1.49,0.19,NORMAL
2026-09-05 08:39:53.659585,SPLICE_001,98.01,29.09,0.18,1.51,0.07,NORMAL
2026-09-05 08:39:55.659585,SPLICE_005,102.91,34.04,1.89,1.48,0.16,NORMAL
2026-09-05 08:39:57.659585,SPLICE_001,103.92,39.25,7.21,1.6,0.54,WARNING
2026-09-05 08:39:59.659585,SPLICE_004,99.58,37.52,1.99,1.51,0.2,NORMAL
2026-09-05 08:40:01.659585,SPLICE_001,98.37,34.12,2.23,1.5,0.17,NORMAL
2026-09-05 08:40:03.659585,SPLICE_005,100.58,27.19,0.58,1.47,0.16,NORMAL
2026-09-05 08:40:05.659585,SPLICE_002,102.0,27.51,1.22,1.46,0.01,NORMAL
2026-09-05 08:40:07.659585,SPLICE_001,100.47,23.37,1.34,1.42,0.08,NORMAL
2026-09-05 08:40:09.659585,SPLICE_002,95.85,29.57,1.85,1.48,0.06,NORMAL
2026-09-05 08:40:11.659585,SPLICE_002,98.16,27.54,1.62,1.51,0.13,NORMAL
2026-09-05 08:40:13.659585,SPLICE_001,100.36,36.52,2.59,1.48,0.03,NORMAL
2026-09-05 08:40:15.659585,SPLICE_003,103.14,30.34,1.36,1.46,0.06,NORMAL
2026-09-05 08:40:17.659585,SPLICE_005,97.22,22.0,0.78,1.51,0.14,NORMAL
2026-09-05 08:40:19.659585,SPLICE_005,98.98,25.51,3.45,1.5,0.15,NORMAL
2026-09-05 08:40:21.659585,SPLICE_004,103.02,58.36,5.29,1.41,0.35,WARNING
2026-09-05 08:40:23.659585,SPLICE_001,98.99,29.53,1.87,1.52,0.01,NORMAL
2026-09-05 08:40:25.659585,SPLICE_003,99.2,24.08,1.6,1.51,0.2,NORMAL
2026-09-05 08:40:27.659585,SPLICE_001,102.63,27.17,3.2,1.43,0.04,NORMAL
2026-09-05 08:40:29.659585,SPLICE_001,102.36,32.4,1.8,1.47,0.06,NORMAL
2026-09-05 08:40:31.659585,SPLICE_001,101.79,65.56,7.6,1.29,0.53,WARNING
2026-09-05 08:40:33.659585,SPLICE_003,98.06,28.45,1.39,1.46,0.06,NORMAL
2026-09-05 08:40:35.659585,SPLICE_003,102.37,38.37,1.01,1.57,0.16,NORMAL
2026-09-05 08:40:37.659585,SPLICE_002,105.55,43.53,5.95,1.45,0.24,WARNING
2026-09-05 08:40:39.659585,SPLICE_004,113.36,93.01,10.56,1.37,0.62,CRITICAL
2026-09-05 08:40:41.659585,SPLICE_004,97.21,32.96,1.28,1.49,0.03,NORMAL
2026-09-05 08:40:43.659585,SPLICE_002,98.93,28.68,0.94,1.5,0.06,NORMAL
2026-09-05 08:40:45.659585,SPLICE_004,100.64,38.27,2.14,1.55,0.11,NORMAL
2026-09-05 08:40:47.659585,SPLICE_002,99.06,27.85,1.75,1.53,0.07,NORMAL
2026-09-05 08:40:49.659585,SPLICE_002,103.78,64.54,8.9,1.42,0.22,WARNING
2026-09-05 08:40:51.659585,SPLICE_003,113.8,68.3,17.98,1.08,0.97,CRITICAL
2026-09-05 08:40:53.659585,SPLICE_005,96.31,25.55,1.94,1.53,0.1,NORMAL
2026-09-05 08:40:55.659585,SPLICE_005,101.4,28.74,3.51,1.52,0.16,NORMAL
2026-09-05 08:40:57.659585,SPLICE_001,103.6,39.74,6.21,1.5,0.52,WARNING
2026-09-05 08:40:59.659585,SPLICE_002,100.32,32.86,2.78,1.53,0.17,NORMAL
2026-09-05 08:41:01.659585,SPLICE_001,104.33,53.96,10.34,1.31,0.38,WARNING
2026-09-05 08:41:03.659585,SPLICE_003,98.52,36.46,0.86,1.52,0.15,NORMAL
2026-09-05 08:41:05.659585,SPLICE_003,97.17,31.09,3.01,1.46,0.1,NORMAL
2026-09-05 08:41:07.659585,SPLICE_004,103.35,34.29,7.12,1.49,0.48,WARNING
2026-09-05 08:41:09.659585,SPLICE_004,99.31,21.94,1.74,1.48,0.0,NORMAL
2026-09-05 08:41:11.659585,SPLICE_002,101.51,24.06,2.18,1.56,0.03,NORMAL
2026-09-05 08:41:13.659585,SPLICE_004,101.34,37.64,2.89,1.54,0.2,NORMAL
2026-09-05 08:41:15.659585,SPLICE_005,96.28,34.32,1.43,1.51,0.18,NORMAL
2026-09-05 08:41:17.659585,SPLICE_001,104.95,48.82,7.76,1.52,0.36,WARNING
2026-09-05 08:41:19.659585,SPLICE_001,102.33,29.56,2.85,1.48,0.02,NORMAL
2026-09-05 08:41:21.659585,SPLICE_002,101.08,32.14,1.72,1.44,0.03,NORMAL
2026-09-05 08:41:23.659585,SPLICE_003,100.63,39.19,0.83,1.53,0.04,NORMAL
2026-09-05 08:41:25.659585,SPLICE_003,99.81,28.8,3.12,1.51,0.13,NORMAL
2026-09-05 08:41:27.659585,SPLICE_003,101.18,29.58,2.33,1.51,0.11,NORMAL
2026-09-05 08:41:29.659585,SPLICE_004,98.78,31.82,2.31,1.41,0.11,NORMAL
2026-09-05 08:41:31.659585,SPLICE_004,97.7,31.73,3.46,1.43,0.19,NORMAL
2026-09-05 08:41:33.659585,SPLICE_001,107.07,56.53,8.01,1.54,0.28,WARNING
2026-09-05 08:41:35.659585,SPLICE_003,102.23,37.54,1.75,1.63,0.11,NORMAL
2026-09-05 08:41:37.659585,SPLICE_004,100.49,19.59,2.55,1.47,0.04,NORMAL
2026-09-05 08:41:39.659585,SPLICE_001,99.75,25.87,1.24,1.6,0.06,NORMAL
2026-09-05 08:41:41.659585,SPLICE_004,96.05,33.76,0.07,1.5,0.15,NORMAL
2026-09-05 08:41:43.659585,SPLICE_002,114.85,79.54,17.39,1.17,0.6,CRITICAL
2026-09-05 08:41:45.659585,SPLICE_002,110.93,57.89,5.27,1.4,0.59,WARNING
2026-09-05 08:41:47.659585,SPLICE_004,104.78,31.89,1.9,1.42,0.09,NORMAL
2026-09-05 08:41:49.659585,SPLICE_001,99.02,33.17,2.02,1.43,0.15,NORMAL
2026-09-05 08:41:51.659585,SPLICE_003,100.24,26.63,3.18,1.49,0.05,NORMAL
2026-09-05 08:41:53.659585,SPLICE_005,98.96,29.56,4.17,1.43,0.11,NORMAL
2026-09-05 08:41:55.659585,SPLICE_002,97.53,24.39,1.72,1.46,0.02,NORMAL
2026-09-05 08:41:57.659585,SPLICE_003,103.2,34.01,2.86,1.43,0.09,NORMAL
2026-09-05 08:41:59.659585,SPLICE_001,103.24,29.43,1.04,1.44,0.18,NORMAL
2026-09-05 08:42:01.659585,SPLICE_005,99.96,26.56,2.2,1.54,0.11,NORMAL
2026-09-05 08:42:03.659585,SPLICE_003,98.46,23.85,2.19,1.56,0.1,NORMAL
2026-09-05 08:42:05.659585,SPLICE_002,114.48,88.93,12.05,1.23,0.87,CRITICAL
2026-09-05 08:42:07.659585,SPLICE_001,106.37,60.68,7.44,1.3,0.51,WARNING
2026-09-05 08:42:09.659585,SPLICE_004,101.92,28.81,2.75,1.51,0.12,NORMAL
2026-09-05 08:42:11.659585,SPLICE_005,99.21,26.16,2.76,1.56,0.06,NORMAL
2026-09-05 08:42:13.659585,SPLICE_003,107.72,49.36,3.92,1.39,0.45,WARNING
2026-09-05 08:42:15.659585,SPLICE_002,114.54,82.54,10.31,1.18,0.99,CRITICAL
2026-09-05 08:42:17.659585,SPLICE_003,99.22,28.47,2.63,1.47,0.09,NORMAL
2026-09-05 08:42:19.659585,SPLICE_004,99.27,30.25,1.94,1.47,0.16,NORMAL
2026-09-05 08:42:21.659585,SPLICE_002,108.58,55.64,9.28,1.36,0.25,WARNING
2026-09-05 08:42:23.659585,SPLICE_004,100.33,32.09,2.56,1.49,0.06,NORMAL
2026-09-05 08:42:25.659585,SPLICE_004,121.17,74.68,17.38,1.11,0.9,CRITICAL
2026-09-05 08:42:27.659585,SPLICE_003,99.68,26.88,1.02,1.45,0.2,NORMAL
2026-09-05 08:42:29.659585,SPLICE_001,102.7,34.43,1.94,1.51,0.16,NORMAL
2026-09-05 08:42:31.659585,SPLICE_003,109.16,53.5,5.65,1.29,0.5,WARNING
2026-09-05 08:42:33.659585,SPLICE_002,110.68,42.76,10.26,1.36,0.29,WARNING
2026-09-05 08:42:35.659585,SPLICE_002,105.56,52.44,4.46,1.39,0.34,WARNING
2026-09-05 08:42:37.659585,SPLICE_005,98.78,29.31,2.96,1.51,0.03,NORMAL
2026-09-05 08:42:39.659585,SPLICE_002,111.05,63.0,10.39,1.33,0.36,WARNING
2026-09-05 08:42:41.659585,SPLICE_002,105.27,55.02,9.14,1.53,0.22,WARNING
2026-09-05 08:42:43.659585,SPLICE_001,100.31,29.79,2.07,1.36,0.18,NORMAL
2026-09-05 08:42:45.659585,SPLICE_005,101.24,38.19,2.38,1.52,0.09,NORMAL
2026-09-05 08:42:47.659585,SPLICE_005,95.29,27.43,1.23,1.5,0.11,NORMAL
2026-09-05 08:42:49.659585,SPLICE_001,101.98,28.91,2.53,1.48,0.11,NORMAL
2026-09-05 08:42:51.659585,SPLICE_004,105.69,86.12,19.58,1.19,0.72,CRITICAL
2026-09-05 08:42:53.659585,SPLICE_004,99.41,28.77,2.99,1.46,0.09,NORMAL
2026-09-05 08:42:55.659585,SPLICE_004,104.21,51.1,7.92,1.38,0.34,WARNING
2026-09-05 08:42:57.659585,SPLICE_001,99.98,31.53,3.81,1.48,0.2,NORMAL
2026-09-05 08:42:59.659585,SPLICE_003,98.06,34.91,1.9,1.44,0.12,NORMAL
2026-09-05 08:43:01.659585,SPLICE_004,99.17,29.68,2.4,1.51,0.09,NORMAL
2026-09-05 08:43:03.659585,SPLICE_005,96.58,43.19,2.89,1.49,0.18,NORMAL
2026-09-05 08:43:05.659585,SPLICE_005,102.19,22.17,1.01,1.53,0.06,NORMAL
2026-09-05 08:43:07.659585,SPLICE_002,101.06,59.84,5.65,1.24,0.6,WARNING
2026-09-05 08:43:09.659585,SPLICE_002,100.22,26.87,2.49,1.36,0.05,NORMAL
2026-09-05 08:43:11.659585,SPLICE_001,104.26,52.94,6.68,1.44,0.43,WARNING
2026-09-05 08:43:13.659585,SPLICE_005,100.09,32.79,3.86,1.48,0.15,NORMAL
2026-09-05 08:43:15.659585,SPLICE_002,103.98,41.4,0.82,1.48,0.2,NORMAL
2026-09-05 08:43:17.659585,SPLICE_002,99.99,35.89,0.63,1.53,0.11,NORMAL
2026-09-05 08:43:19.659585,SPLICE_005,106.45,70.46,9.57,1.34,0.27,WARNING
2026-09-05 08:43:21.659585,SPLICE_001,96.87,24.1,3.44,1.48,0.1,NORMAL
2026-09-05 08:43:23.659585,SPLICE_005,100.71,36.83,3.07,1.47,0.05,NORMAL
2026-09-05 08:43:25.659585,SPLICE_003,100.05,22.28,2.16,1.61,0.09,NORMAL
2026-09-05 08:43:27.659585,SPLICE_001,100.14,32.36,3.06,1.51,0.12,NORMAL
2026-09-05 08:43:29.659585,SPLICE_002,98.33,37.12,1.91,1.46,0.08,NORMAL
2026-09-05 08:43:31.659585,SPLICE_005,99.24,32.73,1.25,1.44,0.18,NORMAL
2026-09-05 08:43:33.659585,SPLICE_005,105.82,58.95,7.58,1.2,0.48,WARNING
2026-09-05 08:43:35.659585,SPLICE_005,101.88,25.5,0.43,1.44,0.06,NORMAL
2026-09-05 08:43:37.659585,SPLICE_005,95.96,29.49,1.4,1.45,0.19,NORMAL
2026-09-05 08:43:39.659585,SPLICE_001,97.36,19.38,2.29,1.5,0.05,NORMAL
2026-09-05 08:43:41.659585,SPLICE_005,102.32,34.87,1.22,1.51,0.14,NORMAL
2026-09-05 08:43:43.659585,SPLICE_002,106.44,49.74,5.35,1.47,0.54,WARNING
2026-09-05 08:43:45.659585,SPLICE_004,97.03,28.96,3.21,1.42,0.11,NORMAL
2026-09-05 08:43:47.659585,SPLICE_001,99.24,26.6,1.25,1.47,0.08,NORMAL
2026-09-05 08:43:49.659585,SPLICE_005,98.05,33.52,0.69,1.42,0.2,NORMAL
2026-09-05 08:43:51.659585,SPLICE_003,97.73,25.54,3.53,1.5,0.17,NORMAL
2026-09-05 08:43:53.659585,SPLICE_004,99.18,35.03,0.87,1.56,0.01,NORMAL
2026-09-05 08:43:55.659585,SPLICE_001,96.56,25.42,3.05,1.54,0.06,NORMAL
2026-09-05 08:43:57.659585,SPLICE_002,98.81,34.5,3.7,1.48,0.14,NORMAL
2026-09-05 08:43:59.659585,SPLICE_004,102.17,38.02,2.42,1.58,0.05,NORMAL
2026-09-05 08:44:01.659585,SPLICE_003,95.87,28.41,2.94,1.51,0.11,NORMAL
2026-09-05 08:44:03.659585,SPLICE_003,106.97,73.23,3.07,1.39,0.27,WARNING
2026-09-05 08:44:05.659585,SPLICE_003,99.89,55.38,6.5,1.23,0.25,WARNING
2026-09-05 08:44:07.659585,SPLICE_003,111.99,88.18,17.6,1.29,0.91,CRITICAL
2026-09-05 08:44:09.659585,SPLICE_002,106.92,48.4,7.55,1.52,0.46,WARNING
2026-09-05 08:44:11.659585,SPLICE_005,103.44,17.54,2.1,1.48,0.02,NORMAL
2026-09-05 08:44:13.659585,SPLICE_003,96.52,27.27,0.91,1.51,0.14,NORMAL
2026-09-05 08:44:15.659585,SPLICE_001,99.0,32.19,2.08,1.55,0.09,NORMAL
2026-09-05 08:44:17.659585,SPLICE_002,100.59,26.12,2.16,1.51,0.13,NORMAL
2026-09-05 08:44:19.659585,SPLICE_001,99.19,26.92,2.58,1.49,0.12,NORMAL
2026-09-05 08:44:21.659585,SPLICE_004,107.54,61.56,7.65,1.35,0.31,WARNING
2026-09-05 08:44:23.659585,SPLICE_004,97.21,36.11,2.32,1.49,0.0,NORMAL
2026-09-05 08:44:25.659585,SPLICE_002,109.24,62.54,7.97,1.51,0.46,WARNING
2026-09-05 08:44:27.659585,SPLICE_005,107.06,48.03,5.92,1.39,0.34,WARNING
2026-09-05 08:44:29.659585,SPLICE_002,107.62,62.01,5.66,1.39,0.37,WARNING
2026-09-05 08:44:31.659585,SPLICE_004,118.88,84.44,9.44,1.36,0.81,CRITICAL
2026-09-05 08:44:33.659585,SPLICE_004,99.3,18.91,3.37,1.45,0.13,NORMAL
2026-09-05 08:44:35.659585,SPLICE_003,98.02,34.6,1.24,1.48,0.13,NORMAL
2026-09-05 08:44:37.659585,SPLICE_001,115.51,80.17,7.88,0.87,0.63,CRITICAL
2026-09-05 08:44:39.659585,SPLICE_005,101.99,32.65,1.53,1.42,0.17,NORMAL
2026-09-05 08:44:41.659585,SPLICE_002,99.32,32.5,0.64,1.51,0.02,NORMAL
2026-09-05 08:44:43.659585,SPLICE_003,99.57,35.89,2.6,1.4,0.02,NORMAL
2026-09-05 08:44:45.659585,SPLICE_003,100.96,37.48,1.51,1.48,0.04,NORMAL
2026-09-05 08:44:47.659585,SPLICE_004,100.25,26.87,2.1,1.47,0.16,NORMAL
2026-09-05 08:44:49.659585,SPLICE_001,102.53,44.33,3.9,1.47,0.21,WARNING
2026-09-05 08:44:51.659585,SPLICE_004,101.49,36.99,3.56,1.53,0.14,NORMAL
2026-09-05 08:44:53.659585,SPLICE_003,104.26,45.75,8.7,1.44,0.59,WARNING
2026-09-05 08:44:55.659585,SPLICE_004,97.71,32.33,3.87,1.56,0.16,NORMAL
2026-09-05 08:44:57.659585,SPLICE_004,101.69,32.57,1.54,1.54,0.13,NORMAL
2026-09-05 08:44:59.659585,SPLICE_005,100.4,29.6,2.08,1.48,0.03,NORMAL
2026-09-05 08:45:01.659585,SPLICE_005,98.31,32.77,1.97,1.42,0.18,NORMAL
2026-09-05 08:45:03.659585,SPLICE_004,99.08,28.13,2.0,1.58,0.18,NORMAL
2026-09-05 08:45:05.659585,SPLICE_005,100.79,25.21,1.41,1.48,0.14,NORMAL
2026-09-05 08:45:07.659585,SPLICE_005,102.93,32.7,1.49,1.41,0.08,NORMAL
2026-09-05 08:45:09.659585,SPLICE_001,98.08,23.24,0.42,1.52,0.18,NORMAL
2026-09-05 08:45:11.659585,SPLICE_001,100.99,28.53,2.29,1.46,0.18,NORMAL
2026-09-05 08:45:13.659585,SPLICE_003,101.32,29.65,0.81,1.55,0.04,NORMAL
2026-09-05 08:45:15.659585,SPLICE_003,104.28,52.79,9.72,1.36,0.26,WARNING
2026-09-05 08:45:17.659585,SPLICE_002,100.7,25.51,1.51,1.55,0.13,NORMAL
2026-09-05 08:45:19.659585,SPLICE_004,103.95,32.08,3.03,1.57,0.05,NORMAL
2026-09-05 08:45:21.659585,SPLICE_001,99.89,27.25,2.17,1.55,0.17,NORMAL
2026-09-05 08:45:23.659585,SPLICE_003,109.27,64.6,4.82,1.48,0.52,WARNING
2026-09-05 08:45:25.659585,SPLICE_005,100.43,28.48,1.78,1.54,0.13,NORMAL
2026-09-05 08:45:27.659585,SPLICE_005,100.83,39.53,9.14,1.32,0.57,WARNING
2026-09-05 08:45:29.659585,SPLICE_002,100.74,32.92,1.9,1.5,0.05,NORMAL
2026-09-05 08:45:31.659585,SPLICE_005,100.47,33.6,1.04,1.54,0.14,NORMAL
2026-09-05 08:45:33.659585,SPLICE_004,114.6,82.0,10.98,1.25,0.93,CRITICAL
2026-09-05 08:45:35.659585,SPLICE_003,101.4,23.92,3.63,1.42,0.02,NORMAL
2026-09-05 08:45:37.659585,SPLICE_005,108.38,50.43,8.7,1.28,0.59,WARNING
2026-09-05 08:45:39.659585,SPLICE_005,100.01,34.29,1.61,1.52,0.2,NORMAL
2026-09-05 08:45:41.659585,SPLICE_005,98.81,28.5,2.81,1.47,0.08,NORMAL
2026-09-05 08:45:43.659585,SPLICE_001,99.49,26.69,2.03,1.51,0.08,NORMAL
2026-09-05 08:45:45.659585,SPLICE_001,112.17,93.32,15.84,1.05,0.97,CRITICAL
2026-09-05 08:45:47.659585,SPLICE_005,102.46,29.94,3.78,1.48,0.15,NORMAL
2026-09-05 08:45:49.659585,SPLICE_001,99.08,24.6,1.39,1.51,0.07,NORMAL
2026-09-05 08:45:51.659585,SPLICE_003,115.71,85.1,20.38,1.18,0.77,CRITICAL
2026-09-05 08:45:53.659585,SPLICE_005,100.84,36.55,1.78,1.55,0.12,NORMAL
2026-09-05 08:45:55.659585,SPLICE_001,97.67,39.16,1.27,1.47,0.15,NORMAL
2026-09-05 08:45:57.659585,SPLICE_002,100.14,19.9,3.44,1.47,0.03,NORMAL
2026-09-05 08:45:59.659585,SPLICE_005,102.49,73.19,6.52,1.4,0.37,WARNING
2026-09-05 08:46:01.659585,SPLICE_004,99.09,38.63,1.11,1.54,0.16,NORMAL
2026-09-05 08:46:03.659585,SPLICE_002,97.29,32.07,2.64,1.43,0.17,NORMAL
2026-09-05 08:46:05.659585,SPLICE_001,96.91,27.3,2.39,1.54,0.09,NORMAL
2026-09-05 08:46:07.659585,SPLICE_004,97.11,29.7,0.54,1.57,0.2,NORMAL
2026-09-05 08:46:09.659585,SPLICE_002,95.97,15.84,2.81,1.51,0.16,NORMAL
2026-09-05 08:46:11.659585,SPLICE_002,103.5,28.05,1.77,1.63,0.04,NORMAL
2026-09-05 08:46:13.659585,SPLICE_005,106.92,82.71,14.01,1.29,0.98,CRITICAL
2026-09-05 08:46:15.659585,SPLICE_001,112.65,59.45,4.85,1.41,0.35,WARNING
2026-09-05 08:46:17.659585,SPLICE_005,100.49,25.99,3.48,1.49,0.04,NORMAL
2026-09-05 08:46:19.659585,SPLICE_003,113.38,73.42,15.79,1.26,0.77,CRITICAL
2026-09-05 08:46:21.659585,SPLICE_004,98.29,30.18,2.65,1.42,0.02,NORMAL
2026-09-05 08:46:23.659585,SPLICE_003,108.71,92.32,18.73,1.31,0.87,CRITICAL
2026-09-05 08:46:25.659585,SPLICE_004,119.31,87.51,14.07,1.11,0.7,CRITICAL
2026-09-05 08:46:27.659585,SPLICE_003,101.8,35.65,1.33,1.46,0.06,NORMAL
2026-09-05 08:46:29.659585,SPLICE_003,97.11,27.59,1.92,1.51,0.07,NORMAL
2026-09-05 08:46:31.659585,SPLICE_002,113.53,87.71,16.73,1.12,0.85,CRITICAL
2026-09-05 08:46:33.659585,SPLICE_003,100.25,27.65,1.01,1.43,0.15,NORMAL
2026-09-05 08:46:35.659585,SPLICE_002,113.01,97.43,14.51,1.29,0.91,CRITICAL
2026-09-05 08:46:37.659585,SPLICE_003,108.87,54.69,5.78,1.46,0.52,WARNING
2026-09-05 08:46:39.659585,SPLICE_002,99.07,33.85,2.13,1.44,0.12,NORMAL
2026-09-05 08:46:41.659585,SPLICE_004,101.45,30.56,3.01,1.53,0.0,NORMAL
2026-09-05 08:46:43.659585,SPLICE_003,95.93,40.56,1.21,1.5,0.14,NORMAL
2026-09-05 08:46:45.659585,SPLICE_003,103.19,30.1,0.81,1.5,0.13,NORMAL
2026-09-05 08:46:47.659585,SPLICE_005,100.27,29.41,0.92,1.52,0.19,NORMAL
2026-09-05 08:46:49.659585,SPLICE_004,103.63,55.27,4.27,1.47,0.52,WARNING
2026-09-05 08:46:51.659585,SPLICE_004,96.7,56.03,5.89,1.44,0.42,WARNING
2026-09-05 08:46:53.659585,SPLICE_002,98.26,30.49,3.1,1.49,0.17,NORMAL
2026-09-05 08:46:55.659585,SPLICE_003,117.92,81.3,16.57,1.1,0.64,CRITICAL
2026-09-05 08:46:57.659585,SPLICE_001,97.01,36.4,1.33,1.54,0.13,NORMAL
2026-09-05 08:46:59.659585,SPLICE_004,101.56,25.17,2.26,1.55,0.03,NORMAL
2026-09-05 08:47:01.659585,SPLICE_004,97.63,28.74,3.03,1.54,0.02,NORMAL
2026-09-05 08:47:03.659585,SPLICE_005,102.72,30.13,2.02,1.54,0.19,NORMAL
2026-09-05 08:47:05.659585,SPLICE_005,95.36,33.91,1.98,1.56,0.09,NORMAL
2026-09-05 08:47:07.659585,SPLICE_002,102.42,29.83,1.66,1.56,0.07,NORMAL
2026-09-05 08:47:09.659585,SPLICE_005,105.51,28.47,2.73,1.47,0.1,NORMAL
2026-09-05 08:47:11.659585,SPLICE_001,98.53,28.45,1.12,1.47,0.09,NORMAL
2026-09-05 08:47:13.659585,SPLICE_005,100.97,20.25,0.05,1.54,0.09,NORMAL
2026-09-05 08:47:15.659585,SPLICE_002,99.8,31.88,1.14,1.46,0.09,NORMAL
2026-09-05 08:47:17.659585,SPLICE_004,98.52,33.26,3.43,1.48,0.07,NORMAL
2026-09-05 08:47:19.659585,SPLICE_004,97.22,31.5,1.64,1.52,0.17,NORMAL
2026-09-05 08:47:21.659585,SPLICE_002,102.64,25.63,2.63,1.49,0.03,NORMAL
2026-09-05 08:47:23.659585,SPLICE_005,114.86,71.71,17.72,1.17,0.82,CRITICAL
2026-09-05 08:47:25.659585,SPLICE_002,101.85,24.75,2.87,1.44,0.01,NORMAL
2026-09-05 08:47:27.659585,SPLICE_004,100.1,37.45,1.19,1.48,0.06,NORMAL
2026-09-05 08:47:29.659585,SPLICE_002,110.05,49.77,5.39,1.41,0.21,WARNING
2026-09-05 08:47:31.659585,SPLICE_003,99.6,25.59,2.19,1.53,0.16,NORMAL
2026-09-05 08:47:33.659585,SPLICE_001,104.11,79.71,12.75,1.27,0.8,CRITICAL
2026-09-05 08:47:35.659585,SPLICE_001,104.68,28.82,2.11,1.53,0.11,NORMAL
2026-09-05 08:47:37.659585,SPLICE_002,101.74,34.74,2.13,1.49,0.03,NORMAL
2026-09-05 08:47:39.659585,SPLICE_001,109.77,76.71,9.54,1.09,0.8,CRITICAL
2026-09-05 08:47:41.659585,SPLICE_002,100.38,29.82,2.15,1.47,0.01,NORMAL
2026-09-05 08:47:43.659585,SPLICE_002,115.22,97.57,25.38,1.37,0.67,CRITICAL
2026-09-05 08:47:45.659585,SPLICE_001,111.96,74.86,9.64,1.26,0.65,CRITICAL
2026-09-05 08:47:47.659585,SPLICE_004,107.75,59.91,5.51,1.36,0.26,WARNING
2026-09-05 08:47:49.659585,SPLICE_002,119.97,98.74,11.59,1.27,0.7,CRITICAL
2026-09-05 08:47:51.659585,SPLICE_003,104.73,59.0,7.4,1.36,0.36,WARNING
2026-09-05 08:47:53.659585,SPLICE_001,100.45,33.18,1.18,1.44,0.08,NORMAL
2026-09-05 08:47:55.659585,SPLICE_005,99.99,26.71,1.75,1.45,0.07,NORMAL
2026-09-05 08:47:57.659585,SPLICE_003,101.34,33.02,1.61,1.45,0.07,NORMAL
2026-09-05 08:47:59.659585,SPLICE_005,100.76,27.78,1.1,1.53,0.07,NORMAL
2026-09-05 08:48:01.659585,SPLICE_002,106.8,48.41,5.96,1.53,0.43,WARNING
2026-09-05 08:48:03.659585,SPLICE_004,100.23,34.28,1.58,1.44,0.17,NORMAL
2026-09-05 08:48:05.659585,SPLICE_001,102.7,36.46,3.66,1.52,0.15,NORMAL
2026-09-05 08:48:07.659585,SPLICE_004,97.72,31.82,2.65,1.54,0.02,NORMAL
2026-09-05 08:48:09.659585,SPLICE_002,97.42,29.28,3.1,1.39,0.12,NORMAL
2026-09-05 08:48:11.659585,SPLICE_003,108.91,58.77,6.27,1.37,0.54,WARNING
2026-09-05 08:48:13.659585,SPLICE_005,100.01,36.15,2.98,1.43,0.07,NORMAL
2026-09-05 08:48:15.659585,SPLICE_002,104.41,36.0,0.74,1.54,0.07,NORMAL
2026-09-05 08:48:17.659585,SPLICE_004,104.84,58.48,7.48,1.53,0.5,WARNING
2026-09-05 08:48:19.659585,SPLICE_005,98.17,33.35,3.06,1.51,0.09,NORMAL
2026-09-05 08:48:21.659585,SPLICE_004,99.9,32.52,1.68,1.45,0.19,NORMAL
2026-09-05 08:48:23.659585,SPLICE_002,119.0,81.08,13.69,1.32,0.63,CRITICAL
2026-09-05 08:48:25.659585,SPLICE_004,98.12,35.6,1.71,1.57,0.1,NORMAL
2026-09-05 08:48:27.659585,SPLICE_002,98.89,36.54,0.07,1.45,0.07,NORMAL
2026-09-05 08:48:29.659585,SPLICE_004,102.76,30.58,2.39,1.39,0.13,NORMAL
2026-09-05 08:48:31.659585,SPLICE_003,110.37,75.4,15.58,1.24,0.83,CRITICAL
2026-09-05 08:48:33.659585,SPLICE_003,99.56,30.35,2.19,1.62,0.11,NORMAL
2026-09-05 08:48:35.659585,SPLICE_005,98.66,28.88,1.12,1.38,0.01,NORMAL
2026-09-05 08:48:37.659585,SPLICE_003,101.42,45.56,2.81,1.46,0.03,NORMAL
2026-09-05 08:48:39.659585,SPLICE_001,99.66,23.2,1.02,1.46,0.13,NORMAL
2026-09-05 08:48:41.659585,SPLICE_004,102.1,32.44,1.27,1.49,0.05,NORMAL
2026-09-05 08:48:43.659585,SPLICE_004,100.11,31.42,1.44,1.5,0.11,NORMAL
2026-09-05 08:48:45.659585,SPLICE_003,95.79,40.21,2.16,1.52,0.01,NORMAL
2026-09-05 08:48:47.659585,SPLICE_003,96.81,28.95,0.47,1.42,0.12,NORMAL
2026-09-05 08:48:49.659585,SPLICE_002,97.94,27.8,3.29,1.5,0.13,NORMAL
2026-09-05 08:48:51.659585,SPLICE_002,101.02,29.06,2.23,1.55,0.11,NORMAL
2026-09-05 08:48:53.659585,SPLICE_004,112.56,49.51,10.25,1.44,0.31,WARNING
